No,Name,Type,3 Year Funds Offered,3 Year Funds Sold,Est. Most Recent Fund Date,Investor Location,Investor City,Investor State,Investor Country,Portfolio Size,Number of Deals,Website,Average Growth Score
1172,PoliHub,VC,$0.00,$0.00,,,,,,0,0,polihub.it,0
1173,Xandex Investments LLP,VC,$0.00,$0.00,,,,,,0,0,xandexinvestments.com,0
1174,Viveris Management,VC,$0.00,$0.00,,,,,,0,0,viverismanagement.com,0
1175,Pershing Square Foundation,VC,$0.00,$0.00,,,,,,0,0,pershingsquarefoundation.org,0
1176,Nikko Principal Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1177,iVentureCapital,VC,$0.00,$0.00,,,,,,0,0,,0
1178,Epiphany Ventures,VC,$0.00,$0.00,,Mumbai,Mumbai,,IND,0,0,epiphanyventures.in,0
1179,Start Up Navarra,VC,$0.00,$0.00,,,,,,0,0,startup.es,0
1180,DC Thomson Ventures,VC,$0.00,$0.00,,,,,,0,0,dctventures.com,0
1181,Level 10 Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1182,Platina Partners,VC,$0.00,$0.00,,,,,,0,0,platinapartners.com,0
1183,Wilmington Investor Network,VC,$0.00,$0.00,,,,,,0,0,wilmingtoninvestor.com,0
1184,The Angel Roundtable,VC,$0.00,$0.00,,,,,,0,0,theangelroundtable.com,0
1185,SS Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1186,Wikow Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1187,Global Yield Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1188,Althea Partners,VC,$0.00,$0.00,,,,,,0,0,altheapartners.co.uk,0
1189,Brand Journey Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1190,Kentucky Seed Capital Fund,VC,$0.00,$0.00,,,,,,0,0,kyseed.com,0
1191,Harbor Road Ventures,VC,$0.00,$0.00,,,,,,0,0,harborroadventures.com,0
1192,Blazer Ventures,VC,$0.00,$0.00,,,,,,0,0,blazerventures.com,0
1193,SPM Capital,VC,$0.00,$0.00,,,,,,0,0,spmcapital.com.au,0
1194,CentreStone Ventures,VC,$0.00,$0.00,,,,,,0,0,centrestoneventures.com,0
1195,Genesis Campus,VC,$0.00,$0.00,,,,,,0,0,genesisoncampus.com,0
1196,CIM Fund,VC,$0.00,$0.00,,,,,,0,0,cimgroup.com,0
1197,Bluegrass Angels,VC,$0.00,$0.00,,,,,,0,0,bluegrassangels.com,0
1198,Another Angel,VC,$0.00,$0.00,,,,,,0,0,,0
1199,Octagon Capital Partners,VC,$0.00,$0.00,,,,,,0,0,octagoncap.com,0
1200,BCE Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1201,Impact Investment Exchange Asia,VC,$0.00,$0.00,,,,,,0,0,asiaiix.com,0
1202,ISB Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1203,Apjohn ventures,VC,$0.00,$0.00,11/19/2010,,,,,0,0,apjohnventures.com,0
1204,Karolinska Investment Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1205,PKS Capital,VC,$0.00,$0.00,,,,,,0,0,pkscapital.blogspot.com,0
1206,Advent Life Sciences,VC,$0.00,$0.00,,,,,,0,0,adventis.com,0
1207,Apothecary Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1208,Shenzhen Lietou Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1209,LF Invest,VC,$0.00,$0.00,,,,,,0,0,lfinvest.se,0
1210,Ipso Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1211,Redwood Venture Partners,VC,$0.00,$0.00,,,,,,0,0,redwoodpartners.com,0
1212,H&Q Venture Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1213,Evysem Entrepreneurs et Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1214,Beviguen,VC,$0.00,$0.00,,,,,,0,0,,0
1215,Killick Capital,VC,$0.00,$0.00,,,,,,0,0,killickcapital.com,0
1216,Grande Ventures,VC,$0.00,$0.00,,,,,,0,0,grandeventures.com,0
1217,New Value,VC,$0.00,$0.00,,,,,,0,0,newvalue.ch,0
1218,2C3i,VC,$0.00,$0.00,,,,,,0,0,,0
1219,Sabre Partners,VC,$0.00,$0.00,,,,,,0,0,sabre-partners.com,0
1220,Commons Capital,VC,$0.00,$0.00,,,,,,0,0,commonscapital.com,0
1221,Nexus Medical Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1222,Sylvant Advisors,VC,$0.00,$0.00,,,,,,0,0,gosylvant.com,0
1223,Global Equity Partners Beteiligungs-Management,VC,$0.00,$0.00,,,,,,0,0,,0
1224,Lead Edge Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1225,Techfarm Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1226,Velocity Equity Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1227,FLOOR13,VC,$0.00,$0.00,,,,,,0,0,,0
1228,Jupiter Capital,VC,$0.00,$0.00,,,,,,0,0,jupitercapital.in,0
1229,Boralis BV,VC,$0.00,$0.00,,,,,,0,0,boralis.nl,0
1230,Alpha Capital Partners,VC,$0.00,$0.00,,,,,,0,0,alphacapital.com,0
1231,Biomedical Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1232,GBSA Int. Investment Group,VC,$0.00,$0.00,,,,,,0,0,,0
1233,TechnoStart,VC,$0.00,$0.00,,,,,,0,0,technostart.com,0
1234,Agile Opportunity Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1235,Sparx Ventures,VC,$0.00,$0.00,,,,,,0,0,sparxventures.com,0
1236,HealthInvest Equity Partners,VC,$0.00,$0.00,,,,,,0,0,healthinvestequity.com,0
1237,Thames Valley Capital,VC,$0.00,$0.00,,,,,,0,0,tvcapital.co.uk,0
1238,Oceanshore Ventures,VC,$0.00,$0.00,,,,,,0,0,oceanshorevc.com,0
1239,Trinity Hunt Partners,VC,$0.00,$0.00,,,,,,0,0,trinityhunt.com,0
1240,Nations Advisory Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1241,Martinson Trigon Venture Partners,VC,$0.00,$0.00,,,,,,0,0,mtvp.ee,0
1242,BCN Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1243,Care Capital,VC,$0.00,$0.00,,,,,,0,0,carecapital.com,0
1244,Round Table Investment Management,VC,$0.00,$0.00,,,,,,0,0,,0
1245,Teknisk Partner,VC,$0.00,$0.00,,,,,,0,0,tekniskpartner.se,0
1246,MTI Partners,VC,$0.00,$0.00,,,,,,0,0,mti.com,0
1247,The Untitled Venture Company,VC,$0.00,$0.00,,,,,,0,0,theuntitled.net,0
1248,"DragonVenture, Inc.",VC,$0.00,$0.00,,,,,,0,0,dragonventures.com,0
1249,Platinum Neurone Ventures (PNV),VC,$0.00,$0.00,,,,,,0,0,,0
1250,Saratoga Ventures,VC,$0.00,$0.00,,,,,,0,0,saratogaventures.com,0
1251,GO Ventures,VC,$0.00,$0.00,,,,,,0,0,goventures.com,0
1252,Aspiration Growth,VC,$0.00,$0.00,,,,,,0,0,aspirationgrowth.com,0
1253,Point-One Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,pointoneinnovationfund.nl,0
1254,Efficacy Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1255,Unlimited Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1256,Contender Capital,VC,$0.00,$0.00,,,,,,0,0,contendercapital.com,0
1257,Empire Ventures,VC,$0.00,$0.00,,,,,,0,0,empireventuresinc.com,0
1258,Vault Ventures,VC,$0.00,$0.00,,,,,,0,0,thisisvault.com,0
1259,Brooklyn Ventures,VC,$0.00,$0.00,,,,,,0,0,brooklyn-ventures.com,0
1260,Broadway Angels,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,broadway-angels.com,0
1261,R3 CEV,VC,$0.00,$0.00,,,,,,0,0,r3cev.com,0
1262,North West Fund for Biomedical,VC,$0.00,$0.00,,Warrington,Warrington,,GBR,0,0,,0
1263,Arzan Venture Capital,VC,$0.00,$0.00,,,,,,0,0,arzanvc.com,0
1264,Lava Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1265,MkII Ventures,VC,$0.00,$0.00,,,,,,0,0,mkiiventures.com,0
1266,Entre Capital,VC,$0.00,$0.00,,,,,,0,0,entrecapitalgroup.com,0
1267,DCU Ryan Academy for Entrepreneurship,VC,$0.00,$0.00,,,,,,0,0,,0
1268,Xishi Finance,VC,$0.00,$0.00,,,,,,0,0,xishijr.com,0
1269,Shaman Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1270,Redwood Capital Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1271,LV Holdings,VC,$0.00,$0.00,,,,,,0,0,lv-hold.com,0
1272,Springhill Venture Capital,VC,$0.00,$0.00,6/7/2011,,,,,0,0,springhilluk.com,0
1273,Xenios AG,VC,$0.00,$0.00,,,,,,0,0,xenios-ag.com,0
1274,SABIC Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1275,HO2,VC,$0.00,$0.00,,,,,,0,0,ho2.com,0
1276,River Valley Investors,VC,$0.00,$0.00,,,,,,0,0,rivervalleyinvestors.com,0
1277,In-vivo Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1278,3W Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1279,Trucks VC,VC,$0.00,$0.00,,,,,,0,0,trucks.vc,0
1280,Hurt Family Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1281,Portview Communications Partners,VC,$0.00,$0.00,,,,,,0,0,portviewcommunications.com,0
1282,Imperial Capital,VC,$0.00,$0.00,,,,,,0,0,imperialcapital.com,0
1283,NEVEQ,VC,$0.00,$0.00,,,,,,0,0,neveq.com,0
1284,Angel Investment Partners,VC,$0.00,$0.00,,,,,,0,0,aipartners.eu,0
1285,FZKPT,VC,$0.00,$0.00,,,,,,0,0,zkpt.pl,0
1286,Schoffstall Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1287,Nomura Phase4 Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1288,Rassat Investment,VC,$0.00,$0.00,,,,,,0,0,,0
1289,Friendly Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1290,Fund Creation,VC,$0.00,$0.00,,,,,,0,0,fundcreation.co.jp,0
1291,Covidien Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1292,NJTC Venture Fund,VC,$0.00,$0.00,,,,,,0,0,njtcventurefund.com,0
1293,3V SourceOne Ventures,VC,$0.00,$0.00,,,,,,0,0,3vs1.com,0
1294,FCP Innovation,VC,$0.00,$0.00,,,,,,0,0,fcp-innovacion.com,0
1295,TMG Ventures,VC,$0.00,$9.0M,8/12/2015,,,,,0,0,tmgventure.com,0
1296,Low Carbon Seed Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1297,Cedarview Capital,VC,$0.00,$0.00,,,,,,0,0,cedarviewcapital.com,0
1298,Ventegis Capital,VC,$0.00,$0.00,,,,,,0,0,ventegis-capital.de,0
1299,ConsensusOne Ventures,VC,$0.00,$0.00,,,,,,0,0,consensus.com.au,0
1300,Fort Mason Capital,VC,$0.00,$0.00,,,,,,0,0,fortmason.org,0
1301,Circle T Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1302,Russian Venture Company Seed Fund,VC,$0.00,$0.00,,,,,,0,0,rusventure.ru,0
1303,Grupo ItNet,VC,$0.00,$0.00,,,,,,0,0,grupoitnet.com,0
1304,Tivsco,VC,$0.00,$0.00,,,,,,0,0,,0
1305,Terra Rossa Capital,VC,$0.00,$0.00,,,,,,0,0,terrarossacapital.com,0
1306,Tennant Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1307,Wonder Ventures,VC,$0.00,$0.00,,,,,,0,0,wondervc.com,0
1308,Independence Equity,VC,$0.00,$0.00,1/6/2011,,,,,0,0,independence-equity.com,0
1309,Geocapital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1310,Gerens Capital,VC,$0.00,$0.00,,,,,,0,0,gerenscapital.cl,0
1311,TeknoSeed,VC,$0.00,$0.00,,,,,,0,0,teknoseed.se,0
1312,Climate Change Capital,VC,$0.00,$0.00,,,,,,0,0,climatechangecapital.com,0
1313,Tritium Partners,VC,$0.00,$0.00,,,,,,0,0,tritiumpartners.com,0
1314,Syven Capital,VC,$0.00,$0.00,,,,,,0,0,syven.com,0
1315,GMB Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1316,TBJ Investments,VC,$0.00,$0.00,,,,,,0,0,tbjinvestments.typepad.com,0
1317,Genzyme Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1318,Fingerhut Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1319,Neqst,VC,$0.00,$0.00,,,,,,0,0,neqst.se,0
1320,D-Ax,VC,$0.00,$0.00,,,,,,0,0,d-ax.se,0
1321,Zhengyuan Celve,VC,$0.00,$0.00,,,,,,0,0,,0
1322,SP Ventures,VC,$0.00,$0.00,,,,,,0,0,spventures.com.br,0
1323,Eierfabrik,VC,$0.00,$0.00,,,,,,0,0,,0
1324,Zhonglu Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1325,Ysios Capital,VC,$0.00,$0.00,,Barcelona,Barcelona,,ESP,,,,
1326,Start Capital,VC,$0.00,$0.00,,,,,,0,0,start-capital.com,0
1327,Orion Healthcare Equity Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1328,Tarnagulla Ventures,VC,$0.00,$0.00,,,,,,0,0,tarnagullaventures.com,0
1329,Western Investments Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1330,ABC Capital,VC,$0.00,$0.00,,Shanghai,Shanghai,,CHN,0,0,abccapital.cn,0
1331,TV4 Group,VC,$0.00,$0.00,,,,,,0,0,tv4gruppen.se,0
1332,Moscow Seed Fund,VC,$0.00,$0.00,,,,,,0,0,mosinnov.ru,0
1333,4D Global Energy Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1334,Sienna Equity Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1335,Creadev,VC,$0.00,$0.00,,,,,,0,0,creadev.fr,0
1336,Consolidated Investment Group,VC,$0.00,$0.00,,,,,,0,0,ciginvest.com,0
1337,Zap Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1338,Jiuding Capital,VC,$0.00,$0.00,,,,,,0,0,jdcapital.com,0
1339,Broadmark Capital,VC,$0.00,$0.00,,,,,,0,0,broadmark.com,0
1340,Eurofund,VC,$0.00,$0.00,,,,,,0,0,eurofund.co.il,0
1341,Rutledge Vine Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1342,GIV Venture Partners,VC,$0.00,$0.00,,,,,,0,0,givventurepartners.com,0
1343,Bloc Ventures,VC,$0.00,$0.00,,,,,,0,0,blocventures.com,0
1344,Finlombarda Gestioni SGR,VC,$0.00,$0.00,,,,,,0,0,finlombardasgr.it,0
1345,TiE Silicon Valley Angels,VC,$0.00,$0.00,,,,,,0,0,,0
1346,Elysian Park Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1347,PDV Inter-Media Venture,VC,$0.00,$0.00,,,,,,0,0,,0
1348,White Owl Capital,VC,$0.00,$0.00,,,,,,0,0,whiteowl.de,0
1349,Lucent Venture Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1350,The Chinese Founders Fund,VC,$0.00,$0.00,,,,,,0,0,cffpartners.com,0
1351,Litian Investment,VC,$0.00,$0.00,,,,,,0,0,,0
1352,Ovation Capital Partners,VC,$0.00,$0.00,,,,,,0,0,ovationpartners.com,0
1353,Sustainable Technologies Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1354,Encube Venture Partners,VC,$0.00,$0.00,,,,,,0,0,encubeindia.com,0
1355,Eleven Capital,VC,$0.00,$0.00,,,,,,0,0,elevencapital.co.uk,0
1356,Graph Ventures,VC,$0.00,$0.00,,,,,,0,0,graphventures.com,0
1357,RUSNANO Capital,VC,$0.00,$0.00,,,,,,0,0,rncapital.ch,0
1358,Zilker Ventures,VC,$0.00,$0.00,,,,,,0,0,zilkerventures.com,0
1359,BrainHeart Capital,VC,$0.00,$0.00,,,,,,0,0,brainheart.com,0
1360,Think.Health Ventures,VC,$0.00,$0.00,,,,,,0,0,think-health.de,0
1361,Loudwater Investment Partners,VC,$0.00,$0.00,,,,,,0,0,loudwaterpartners.com,0
1362,Tyco Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1363,Black Diamond Ventures,VC,$0.00,$0.00,,Los Angeles,Glendale,CA,USA,0,0,bdventures.com,0
1364,EPX NV,VC,$0.00,$0.00,,,,,,0,0,,0
1365,Daiwa Securities SMBC Principal Investments,VC,$0.00,$0.00,,,,,,0,0,daiwa-grp.jp,0
1366,Capital Partners,VC,$0.00,$0.00,,,,,,0,0,capitalpartners.com,0
1367,NC Idea,VC,$0.00,$0.00,,,,,,0,0,ncidea.org,0
1368,LundKenner Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1369,Inven Capital,VC,$0.00,$0.00,,,,,,0,0,invencapital.cz,0
1370,Vesna Investment,VC,$0.00,$0.00,,,,,,0,0,vesnainvestment.com,0
1371,Finaventures,VC,$0.00,$0.00,,,,,,0,0,finaventures.com,0
1372,Harmony Investments,VC,$0.00,$0.00,,,,,,0,0,harmonyinvestmentsinc.com,0
1373,The Individuals' Venture Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1374,InCube Ventures,VC,$0.00,$0.00,3/10/2015,,,,,0,0,incubevc.com,0
1375,"Entreguild Investments, Ltd.",VC,$0.00,$0.00,,,,,,0,0,,0
1376,Illinois Invest Venture Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1377,Attractor Investment Management,VC,$0.00,$0.00,,,,,,0,0,attractor.com,0
1378,Vaux les Ventures,VC,$0.00,$0.00,,,,,,0,0,vauxlesventures.com,0
1379,Tail Wind Fund,VC,$0.00,$0.00,,,,,,0,0,tailwindfund.com,0
1380,CDIB & Partners Investment Holdings,VC,$0.00,$0.00,,,,,,0,0,cdibcapital.com,0
1381,Blum Capital Partners,VC,$0.00,$0.00,,,,,,0,0,blumcapital.com,0
1382,Lend Lease Ventures,VC,$0.00,$0.00,,,,,,0,0,lendlease.com,0
1383,Osprey Ventures,VC,$0.00,$0.00,,,,,,0,0,ospreyventures.com,0
1384,Apricot Capital,VC,$0.00,$0.00,,,,,,0,0,apricotcapital.wordpress.com,0
1385,Cedel International Investments,VC,$0.00,$0.00,,,,,,0,0,cedel.com,0
1386,Burlington Capital,VC,$0.00,$0.00,,,,,,0,0,burlingtoncg.com,0
1387,Maturo Kapital,VC,$0.00,$0.00,,,,,,0,0,maturo.no,0
1388,Care2Earn,VC,$0.00,$0.00,,,,,,0,0,care2earn.in,0
1389,LBR Investments SARL,VC,$0.00,$0.00,,,,,,0,0,lbr-investments.com,0
1390,Share Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1391,White Oak Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1392,Flycap,VC,$0.00,$0.00,,,,,,0,0,flycap.lv,0
1393,Broadview Ventures,VC,$0.00,$0.00,,,,,,0,0,broadviewventures.org,0
1394,Rivenrock Capital,VC,$0.00,$0.00,,,,,,0,0,rivenrockcapital.com,0
1395,Songhyun Investment,VC,$0.00,$0.00,,,,,,0,0,songhyuninvest.com,0
1396,FPI Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,fpivc.com,0
1397,Capital Iron,VC,$0.00,$0.00,,,,,,0,0,capitaliron.net,0
1398,Precedent Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1399,BAN Vlaanderen,VC,$0.00,$0.00,,,,,,0,0,ban.be,0
1400,Porton Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1401,Novitas Capital,VC,$0.00,$0.00,,,,,,0,0,novitascapital.com,0
1402,Edison Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1403,SB Ventures,VC,$0.00,$0.00,,,,,,0,0,sbventures.in,0
1404,Alcuin Capital Partners,VC,$0.00,$0.00,,,,,,0,0,alcuincapital.com,0
1405,FA Technology Ventures,VC,$0.00,$0.00,,,,,,0,0,fatechventures.com,0
1406,10i10 ApS,VC,$0.00,$0.00,,,,,,0,0,10i10.dk,0
1407,RusnanoMedInvest,VC,$0.00,$0.00,,Moscow,Moscow,,RUS,0,0,rmi.com.ru,0
1408,LINC Scotland,VC,$0.00,$0.00,,,,,,0,0,lincscot.co.uk,0
1409,Louisiana Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1410,Louisiana Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1411,RI Digital Ventures,VC,$0.00,$0.00,,,,,,0,0,raffay.com,0
1412,CC31C,VC,$0.00,$0.00,,,,,,0,0,,0
1413,Asia Pacific Internet Group,VC,$0.00,$0.00,,,,,,0,0,asiapacificinternetgroup.com,0
1414,Berkshire Ventures LLC,VC,$0.00,$0.00,,,,,,0,0,,0
1415,CMFG Ventures,VC,$0.00,$0.00,,,,,,0,0,cmfgventures.com,0
1416,LabOne Innovations,VC,$0.00,$0.00,,,,,,0,0,,0
1417,Binary Financial,VC,$0.00,$0.00,,,,,,0,0,binaryfin.com,0
1418,Holdinvest,VC,$0.00,$0.00,,,,,,0,0,holdinvest.com,0
1419,RDseed,VC,$0.00,$0.00,,,,,,0,0,rdseed.com,0
1420,Renren Lianhe Holdings,VC,$0.00,$0.00,,Beijing,Beijing,,CHN,0,0,,0
1421,Mundi Ventures,VC,$0.00,$0.00,,,,,,0,0,mundiventures.com,0
1422,Hypur Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1423,MedX Ventures Group,VC,$0.00,$0.00,,,,,,0,0,medxventures.com,0
1424,Fan Creek Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1425,SHOzemi Innovation Ventures,VC,$0.00,$0.00,,,,,,0,0,sziv.org,0
1426,Lazerow Ventures,VC,$0.00,$0.00,12/7/2011,,,,,0,0,laz.nyc,0
1427,Meru Capital,VC,$0.00,$0.00,,,,,,0,0,merukapital.com,0
1428,Pix Vine Capital,VC,$0.00,$0.00,,,,,,0,0,pixvc.com,0
1429,Star Farm Ventures,VC,$0.00,$0.00,,,,,,0,0,starfarmventures.com,0
1430,Sviluppo Basilicata,VC,$0.00,$0.00,,,,,,0,0,sviluppobasilicata.it,0
1431,RSVP Ventures,VC,$0.00,$0.00,,,,,,0,0,rsvpcapital.com,0
1432,Yi Capital,VC,$0.00,$0.00,,,,,,0,0,zhiyivc.com,0
1433,Middle East Venture Partners (MEVP),VC,$0.00,$0.00,3/3/2011,Ramallah,Ramallah,,PSE,0,0,mevp.com,0
1434,Insure & Match Capital - IM Capital,VC,$0.00,$0.00,,,,,,0,0,im-capital.com,0
1435,Elementum Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1436,TVM Life Science Venture,VC,$0.00,$0.00,,,,,,0,0,tvm-lifescience.com,0
1437,Knoll Ventures,VC,$0.00,$0.00,,Wilmington,Wilmington,DE,USA,0,0,knollventures.com,0
1438,Mercatus Capital,VC,$0.00,$0.00,,,,,,0,0,mercatus-capital.com,0
1439,Innovation Fund Denmark,VC,$0.00,$0.00,,,,,,0,0,innovationsfonden.dk,0
1440,Inspire Ventures,VC,$0.00,$0.00,,Bangkok,Bangkok,,THA,0,0,,0
1441,Earlsfield Capital,VC,$0.00,$0.00,,,,,,0,0,earlsfieldcapital.com,0
1442,FCPR Fonds Entrepreneurial 06,VC,$0.00,$0.00,,,,,,0,0,,0
1443,Felix Capital,VC,$0.00,$0.00,,,,,,0,0,felixcap.com,0
1444,Detroit Innovate Fund,VC,$0.00,$0.00,,,,,,0,0,detroitinnovate.com,0
1445,The 1947,VC,$0.00,$0.00,,,,,,0,0,,0
1446,Pembroke VCT,VC,$0.00,$0.00,,,,,,0,0,pembrokevct.com,0
1447,V1 Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1448,Ranch Ventures,VC,$0.00,$0.00,,,,,,0,0,ranch.vc,0
1449,LaSalle Capital,VC,$0.00,$0.00,,,,,,0,0,lasallecapital.com,0
1450,Zhu Dao Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1451,Great Point Partners,VC,$0.00,$0.00,,,,,,0,0,gppfunds.com,0
1452,Ocean Road Advisors,VC,$0.00,$0.00,,,,,,0,0,,0
1453,Fongit Seedinvest,VC,$0.00,$0.00,,,,,,0,0,wpfsi.fongitseedinvest.com,0
1454,TDR Capital,VC,$0.00,$0.00,,,,,,0,0,tdrcapital.com,0
1455,Persistent Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1456,Lightning Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1457,Merifin Capital,VC,$0.00,$0.00,,,,,,0,0,merifin.com,0
1458,Tertium,VC,$0.00,$0.00,,,,,,0,0,tertium-invest.com,0
1459,Ninestarter,VC,$0.00,$0.00,,,,,,0,0,,0
1460,Phitrust Impact Investors,VC,$0.00,$0.00,,,,,,0,0,phitrustimpactinvestors.com,0
1461,Taurus Value Creation,VC,$0.00,$0.00,,,,,,0,0,,0
1462,50 Partners,VC,$0.00,$0.00,,,,,,0,0,50partners.fr,0
1463,BroadPeak Capital,VC,$0.00,$0.00,,,,,,0,0,broadpeakcap.com,0
1464,ZGC Shiner Investment,VC,$0.00,$0.00,,,,,,0,0,zgcxy.com,0
1465,Hampton Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1466,Man Capital,VC,$0.00,$0.00,,,,,,0,0,man-capital.com,0
1467,Rationalwave Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1468,CLI Ventures,VC,$0.00,$0.00,,,,,,0,0,cli.ventures,0
1469,M25 Group,VC,$0.00,$0.00,,,,,,0,0,m25group.com,0
1470,Shinhan Capital,VC,$0.00,$0.00,,,,,,0,0,shcap.co.kr,0
1471,FirstFloor Capital,VC,$0.00,$0.00,,,,,,0,0,firstfloorcapital.com,0
1472,Colony Capital,VC,$0.00,$0.00,,,,,,0,0,colonyinc.com,0
1473,EOS Technology Investment,VC,$0.00,$0.00,,,,,,0,0,eos-tech-investors.com,0
1474,Vision Knight Capital,VC,$0.00,$0.00,,Shanghai,Shanghai,,CHN,0,0,vkc-partners.com,0
1475,SKS Venture,VC,$0.00,$0.00,,,,,,0,0,sks-ventures.com,0
1476,Sinvo Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1477,FF Science,VC,$0.00,$0.00,,,,,,0,0,,0
1478,Spintop Ventures,VC,$0.00,$0.00,,Malmö,Malmö,,SWE,0,0,spintopventures.com,0
1479,Mesa Capital Partners,VC,$0.00,$0.00,,,,,,0,0,mesacp.com,0
1480,Fusion Tech Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1481,Seed-Fonds Aachen,VC,$0.00,$0.00,,,,,,0,0,seedfonds-aachen.de,0
1482,WCTI Partners,VC,$0.00,$0.00,,,,,,0,0,wctipartners.com,0
1483,Torrey Pines Investment,VC,$0.00,$0.00,,,,,,0,0,torreypinesinv.com,0
1484,Antai Business Angels,VC,$0.00,$0.00,,,,,,0,0,,0
1485,Samaipata Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1486,Antai Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1487,Sabadell Capital,VC,$0.00,$0.00,,,,,,0,0,grupbancsabadell.com,0
1488,China Prosperity Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1489,EVO Venture Partners,VC,$0.00,$0.00,,,,,,0,0,evoventurepartners.com,0
1490,MainLine Investment Partners,VC,$0.00,$0.00,,,,,,0,0,mainlineco.com,0
1491,415 Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1492,Pacific Advantage Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1493,East Central Ohio Tech Angels Fund,VC,$0.00,$0.00,,,,,,0,0,,0
